number,value,datetime_start,datetime_complete,duration,params_conf,params_match_thresh,params_min-box-area,params_nms,params_track_buffer,params_track_thresh,state
132,0.5143981398676445,2025-01-27 17:59:30.691913,2025-01-27 18:01:52.104744,0 days 00:02:21.412831,0.5570841739226386,0.2704135674046167,100,0.136010801707334,300,0.657449439590206,COMPLETE
133,0.5143981398676445,2025-01-27 18:01:52.105508,2025-01-27 18:04:13.839690,0 days 00:02:21.734182,0.2832229991952903,0.2901597551680988,100,0.25907133513209113,300,0.6805350397620257,COMPLETE
134,0.5143981398676445,2025-01-27 18:04:13.840436,2025-01-27 18:06:37.669863,0 days 00:02:23.829427,0.4017233178258312,0.2104430075939528,100,0.27958240010921465,600,0.1456711933529392,COMPLETE
135,0.5143981398676445,2025-01-27 18:06:37.670615,2025-01-27 18:08:59.069314,0 days 00:02:21.398699,0.36875417089183243,0.3244260770786332,150,0.34411649884470963,30,0.5804316364401695,COMPLETE
136,0.5143981398676445,2025-01-27 18:08:59.070060,2025-01-27 18:11:20.000915,0 days 00:02:20.930855,0.2671192520655671,0.6842587388445807,100,0.6437296516704794,300,0.4481192789471062,COMPLETE
137,0.5143981398676445,2025-01-27 18:11:20.001662,2025-01-27 18:13:40.793901,0 days 00:02:20.792239,0.1216609809289743,0.6116676379884703,10,0.15395204484257946,60,0.1719424647657143,COMPLETE
138,0.5143981398676445,2025-01-27 18:13:40.794677,2025-01-27 18:16:02.352381,0 days 00:02:21.557704,0.43724674615719505,0.34271124382057094,100,0.18530258877114125,120,0.42258166707044975,COMPLETE
139,0.5143981398676445,2025-01-27 18:16:02.353153,2025-01-27 18:18:24.322920,0 days 00:02:21.969767,0.7856738824298268,0.23629868334732568,10,0.7303672078479962,600,0.5454277236418578,COMPLETE
140,0.5143981398676445,2025-01-27 18:18:24.323700,2025-01-27 18:20:45.146814,0 days 00:02:20.823114,0.1588701705174711,0.5938708919034406,150,0.3070224898981487,300,0.627961361597115,COMPLETE
141,0.5143981398676445,2025-01-27 18:20:45.147579,2025-01-27 18:23:04.694676,0 days 00:02:19.547097,0.3371724060453698,0.42841682796288305,100,0.3643244427932312,30,0.807770649647356,COMPLETE
142,0.5143981398676445,2025-01-27 18:23:04.695473,2025-01-27 18:25:23.740709,0 days 00:02:19.045236,0.35888054102277156,0.3578814363891133,100,0.22310721455538338,30,0.8257299500534219,COMPLETE
143,0.5143981398676445,2025-01-27 18:25:23.741493,2025-01-27 18:27:45.242738,0 days 00:02:21.501245,0.5208939136954469,0.37007984512071884,100,0.3785613542906561,120,0.24402535817849252,COMPLETE
144,0.5143981398676445,2025-01-27 18:27:45.243510,2025-01-27 18:30:05.618858,0 days 00:02:20.375348,0.7458884468902031,0.39599641264335683,100,0.43543339156508365,30,0.5621628270757776,COMPLETE
145,0.5143981398676445,2025-01-27 18:30:05.619616,2025-01-27 18:32:27.430262,0 days 00:02:21.810646,0.6177655829141779,0.1869131501258047,100,0.35427584364989606,30,0.6873981936376545,COMPLETE
146,0.5143981398676445,2025-01-27 18:32:27.431027,2025-01-27 18:34:47.529936,0 days 00:02:20.098909,0.3049028301959559,0.8223481290415916,100,0.12172227329449403,600,0.7252068153810196,COMPLETE
147,0.5143981398676445,2025-01-27 18:34:47.530704,2025-01-27 18:37:09.254784,0 days 00:02:21.724080,0.3962884391045367,0.16555353426888447,10,0.10012782934975632,120,0.6616532891309673,COMPLETE
148,0.5143981398676445,2025-01-27 18:37:09.255556,2025-01-27 18:39:29.957440,0 days 00:02:20.701884,0.4268742063989815,0.874844021828435,100,0.39090762957680325,60,0.5077038819924529,COMPLETE
149,0.5143981398676445,2025-01-27 18:39:29.958184,2025-01-27 18:41:47.776779,0 days 00:02:17.818595,0.20404925577204513,0.7862016841239999,150,0.32828543451781167,30,0.884356906156559,COMPLETE
150,0.5143981398676445,2025-01-27 18:41:47.777524,2025-01-27 18:44:09.358865,0 days 00:02:21.581341,0.6881464128678763,0.21503706039369144,10,0.30340783700874885,300,0.7482670214189618,COMPLETE
151,0.5143981398676445,2025-01-27 18:44:09.359619,2025-01-27 18:46:30.149066,0 days 00:02:20.789447,0.2829209851911209,0.6600515308949323,100,0.5526671335260067,60,0.28802213139994653,COMPLETE
152,0.5143981398676445,2025-01-27 18:46:30.149830,2025-01-27 18:48:51.541174,0 days 00:02:21.391344,0.2512559846201281,0.38032377549075264,100,0.2473588614147146,60,0.3262706705901773,COMPLETE
153,0.5143981398676445,2025-01-27 18:48:51.541927,2025-01-27 18:51:12.430098,0 days 00:02:20.888171,0.13892333837151521,0.6177282298085511,100,0.6066750473343522,60,0.30180197541878495,COMPLETE
154,0.5143981398676445,2025-01-27 18:51:12.430847,2025-01-27 18:53:33.442192,0 days 00:02:21.011345,0.22216516672352749,0.6447449749266879,100,0.6375302964000551,600,0.27203841342690827,COMPLETE
155,0.5143981398676445,2025-01-27 18:53:33.442946,2025-01-27 18:55:55.473726,0 days 00:02:22.030780,0.16955506150697353,0.30362170310210823,100,0.20203863416572487,60,0.20953060311534738,COMPLETE
156,0.5143981398676445,2025-01-27 18:55:55.474507,2025-01-27 18:58:15.888298,0 days 00:02:20.413791,0.6503859466109532,0.7081204134837109,10,0.6834971744446547,120,0.36262179802737693,COMPLETE
157,0.5143981398676445,2025-01-27 18:58:15.889055,2025-01-27 19:00:33.509859,0 days 00:02:17.620804,0.8614237294132017,0.5795172584520165,100,0.2749066757535446,600,0.8526232524161538,COMPLETE
158,0.5143981398676445,2025-01-27 19:00:33.510638,2025-01-27 19:02:54.353209,0 days 00:02:20.842571,0.1956493392442404,0.7517029773652716,100,0.4115510957770246,300,0.3818949208207473,COMPLETE
159,0.5143981398676445,2025-01-27 19:02:54.354008,2025-01-27 19:05:14.731613,0 days 00:02:20.377605,0.5409953109454677,0.6948207719393921,150,0.48606256886418736,120,0.7012590917368271,COMPLETE
160,0.5143981398676445,2025-01-27 19:05:14.732382,2025-01-27 19:07:35.309746,0 days 00:02:20.577364,0.5718225779992139,0.6699874055797537,10,0.885764506945471,30,0.4653194691165632,COMPLETE
161,0.5143981398676445,2025-01-27 19:07:35.310495,2025-01-27 19:09:55.951986,0 days 00:02:20.641491,0.37825670164459535,0.7147666347200935,150,0.519726974880718,300,0.5185205459397566,COMPLETE
162,0.5143981398676445,2025-01-27 19:09:55.952744,2025-01-27 19:12:15.045699,0 days 00:02:19.092955,0.8840996243610955,0.7265215044720488,150,0.44614537710205965,300,0.48099251745086574,COMPLETE
163,0.5143981398676445,2025-01-27 19:12:15.046443,2025-01-27 19:14:35.249914,0 days 00:02:20.203471,0.353119396592553,0.7687319044793743,150,0.427832347944486,300,0.6073639607478826,COMPLETE
164,0.5143981398676445,2025-01-27 19:14:35.250681,2025-01-27 19:16:58.284039,0 days 00:02:23.033358,0.44967752880881695,0.25565707061665577,150,0.47722396065413186,300,0.4321616332026218,COMPLETE
165,0.5143981398676445,2025-01-27 19:16:58.284819,2025-01-27 19:19:18.552052,0 days 00:02:20.267233,0.32025971581592894,0.6779014999672891,100,0.46255484025584725,600,0.6419807807296083,COMPLETE
166,0.5143981398676445,2025-01-27 19:19:18.552820,2025-01-27 19:21:38.538879,0 days 00:02:19.986059,0.4053171322184887,0.6283427947790758,10,0.2327475204604027,300,0.7757477391093551,COMPLETE
167,0.5143981398676445,2025-01-27 19:21:38.539644,2025-01-27 19:23:59.105893,0 days 00:02:20.566249,0.8302232987175966,0.2776266923211964,150,0.8576105361816715,60,0.31066036183144363,COMPLETE
168,0.5143981398676445,2025-01-27 19:23:59.106650,2025-01-27 19:26:21.800155,0 days 00:02:22.693505,0.10105431464840157,0.11874558836417118,100,0.16573720429346916,120,0.350829145850184,COMPLETE
169,0.5143981398676445,2025-01-27 19:26:21.800944,2025-01-27 19:28:42.683722,0 days 00:02:20.882778,0.1829242144557981,0.4441419240138526,10,0.1475467528909124,600,0.5317308787940311,COMPLETE
170,0.5143981398676445,2025-01-27 19:28:42.684497,2025-01-27 19:31:03.803300,0 days 00:02:21.118803,0.14543025408564914,0.7875361809068695,100,0.5316685936412845,300,0.1304226572013245,COMPLETE
171,0.5143981398676445,2025-01-27 19:31:03.804023,2025-01-27 19:33:24.893896,0 days 00:02:21.089873,0.21643179309447985,0.5403379974553693,100,0.25746105131522334,600,0.2576008541806385,COMPLETE
172,0.5143981398676445,2025-01-27 19:33:24.894672,2025-01-27 19:35:46.331796,0 days 00:02:21.437124,0.16546073633400454,0.556566612279616,100,0.829070891748102,600,0.29356647803141345,COMPLETE
173,0.5143981398676445,2025-01-27 19:35:46.332577,2025-01-27 19:38:07.614756,0 days 00:02:21.282179,0.1251901131174707,0.5108389506560468,100,0.22044940809594643,600,0.23021842696137373,COMPLETE
174,0.5143981398676445,2025-01-27 19:38:07.615522,2025-01-27 19:40:28.264580,0 days 00:02:20.649058,0.7015082555020238,0.40577918779967354,100,0.21196907088615718,600,0.4978653610515903,COMPLETE
175,0.5143981398676445,2025-01-27 19:40:28.265337,2025-01-27 19:42:49.200135,0 days 00:02:20.934798,0.23246897952118284,0.5329061633215287,100,0.24226943137904064,120,0.1664128268494939,COMPLETE
176,0.5143981398676445,2025-01-27 19:42:49.200991,2025-01-27 19:45:09.694705,0 days 00:02:20.493714,0.5843540840661491,0.4714367158551782,10,0.17935559187940206,30,0.2520536240752701,COMPLETE
177,0.5143981398676445,2025-01-27 19:45:09.695473,2025-01-27 19:47:30.533869,0 days 00:02:20.838396,0.27259673198530193,0.738613525776131,150,0.5688385062133469,600,0.19684792096061923,COMPLETE
178,0.5143981398676445,2025-01-27 19:47:30.534627,2025-01-27 19:49:51.638647,0 days 00:02:21.104020,0.39326707121396853,0.4912921733277011,100,0.3196036948114188,300,0.15261205538270373,COMPLETE
179,0.5143981398676445,2025-01-27 19:49:51.639409,2025-01-27 19:52:11.262341,0 days 00:02:19.622932,0.47579770973981333,0.8131987654277898,10,0.19679073984781498,120,0.7331796465817136,COMPLETE
180,0.5143981398676445,2025-01-27 19:52:11.263035,2025-01-27 19:54:33.032888,0 days 00:02:21.769853,0.2477387037799041,0.2290198396537697,100,0.12853124541259958,60,0.2766052960086765,COMPLETE
181,0.5143981398676445,2025-01-27 19:54:33.033647,2025-01-27 19:56:56.715483,0 days 00:02:23.681836,0.19553081030643868,0.15335440620902657,100,0.233980359777941,300,0.3339096193075331,COMPLETE
182,0.5143981398676445,2025-01-27 19:56:56.716242,2025-01-27 19:59:18.889176,0 days 00:02:22.172934,0.8091615335095927,0.13159217315846292,100,0.5055572671813076,300,0.41279157571307007,COMPLETE
183,0.5143981398676445,2025-01-27 19:59:18.889988,2025-01-27 20:01:36.887156,0 days 00:02:17.997168,0.17996864633681842,0.13175553828516717,100,0.18191294050748696,300,0.8742801978136083,COMPLETE
184,0.5143981398676445,2025-01-27 20:01:36.887925,2025-01-27 20:03:55.494987,0 days 00:02:18.607062,0.849165620265824,0.1924947979867696,100,0.3398324270627765,300,0.8344912762426743,COMPLETE
185,0.5143981398676445,2025-01-27 20:03:55.495761,2025-01-27 20:06:19.599853,0 days 00:02:24.104092,0.15827462640420303,0.14541703730576255,100,0.2871660974909528,600,0.4013266998205208,COMPLETE
186,0.5143981398676445,2025-01-27 20:06:19.600651,2025-01-27 20:08:40.211966,0 days 00:02:20.611315,0.2127066178852398,0.6887835957434014,10,0.15882965733600443,300,0.37443557391753823,COMPLETE
187,0.5143981398676445,2025-01-27 20:08:40.212738,2025-01-27 20:11:02.551676,0 days 00:02:22.338938,0.13561028957027477,0.17543651547332997,100,0.2148386829354935,30,0.45035330344442254,COMPLETE
188,0.5143981398676445,2025-01-27 20:11:02.552459,2025-01-27 20:13:23.019554,0 days 00:02:20.467095,0.5602887216100967,0.5736707855500843,150,0.19660953711700752,120,0.31329595061250715,COMPLETE
189,0.5143981398676445,2025-01-27 20:13:23.020350,2025-01-27 20:15:46.790124,0 days 00:02:23.769774,0.17825268775474234,0.11667322068119722,100,0.7093998609615355,600,0.5865995898561228,COMPLETE
190,0.5143981398676445,2025-01-27 20:15:46.790911,2025-01-27 20:18:06.243937,0 days 00:02:19.453026,0.6277284470125826,0.5249014893398732,10,0.13778952764540087,300,0.80084346850259,COMPLETE
191,0.5143981398676445,2025-01-27 20:18:06.244736,2025-01-27 20:20:28.167616,0 days 00:02:21.922880,0.3265392401794286,0.3231084441207589,100,0.2740463666929534,600,0.567383269797198,COMPLETE
192,0.5143981398676445,2025-01-27 20:20:28.168474,2025-01-27 20:22:51.086123,0 days 00:02:22.917649,0.29585704391852885,0.3520503985246012,100,0.3123160455256718,600,0.11928804424349791,COMPLETE
193,0.5143981398676445,2025-01-27 20:22:51.086926,2025-01-27 20:25:14.307001,0 days 00:02:23.220075,0.3128471820983312,0.10015769247045211,100,0.2518087395043339,600,0.618095975826529,COMPLETE
194,0.5143981398676445,2025-01-27 20:25:14.307785,2025-01-27 20:27:35.617309,0 days 00:02:21.309524,0.7193002719931652,0.3318638223866655,100,0.2639280476316405,600,0.10188531907249226,COMPLETE
195,0.5143981398676445,2025-01-27 20:27:35.618105,2025-01-27 20:29:56.470485,0 days 00:02:20.852380,0.23024581780851489,0.8418793337556504,100,0.5963949900880309,60,0.5150354533913329,COMPLETE
196,0.5143981398676445,2025-01-27 20:29:56.471295,2025-01-27 20:32:18.108908,0 days 00:02:21.637613,0.35842892209267724,0.3006875094419687,150,0.38023108262606353,120,0.5756960164404094,COMPLETE
197,0.5143981398676445,2025-01-27 20:32:18.109699,2025-01-27 20:34:40.624968,0 days 00:02:22.515269,0.5012979637579813,0.26921265409613593,100,0.3004937279834372,300,0.5433660746734255,COMPLETE
198,0.5143981398676445,2025-01-27 20:34:40.625758,2025-01-27 20:37:01.266348,0 days 00:02:20.640590,0.34356025898409265,0.6440717796876545,10,0.6617932035032238,600,0.6387397171581397,COMPLETE
199,0.5143981398676445,2025-01-27 20:37:01.267137,2025-01-27 20:39:22.003942,0 days 00:02:20.736805,0.37815988265320166,0.5996776755283577,100,0.8433137032358855,30,0.5931281893272489,COMPLETE
200,0.5143981398676445,2025-01-27 20:39:22.004717,2025-01-27 20:41:43.745715,0 days 00:02:21.740998,0.33108327613805777,0.3619147717308572,100,0.44820795977724714,120,0.4875322331038481,COMPLETE
201,0.5143981398676445,2025-01-27 20:41:43.746513,2025-01-27 20:44:05.099437,0 days 00:02:21.352924,0.42162568901671144,0.42013823552180485,150,0.41013996527701535,60,0.4621421346091011,COMPLETE
202,0.5143981398676445,2025-01-27 20:44:05.100218,2025-01-27 20:46:26.387731,0 days 00:02:21.287513,0.4139771822294963,0.45723892225237495,150,0.36817521064005204,60,0.4187780749095425,COMPLETE
203,0.5143981398676445,2025-01-27 20:46:26.388514,2025-01-27 20:48:47.584630,0 days 00:02:21.196116,0.441349821146048,0.4687819832062811,150,0.6313936939239272,60,0.4414638721532764,COMPLETE
204,0.5143981398676445,2025-01-27 20:48:47.585417,2025-01-27 20:51:08.163232,0 days 00:02:20.577815,0.7689661898610308,0.3878692870882063,150,0.3542061907193759,60,0.3980338842450945,COMPLETE
205,0.5143981398676445,2025-01-27 20:51:08.164019,2025-01-27 20:53:28.749034,0 days 00:02:20.585015,0.3663120848743863,0.5018035206312609,150,0.39690545557140344,300,0.6771387217117772,COMPLETE
206,0.5143981398676445,2025-01-27 20:53:28.749826,2025-01-27 20:55:50.971640,0 days 00:02:22.221814,0.6053029296681289,0.30914814143190666,10,0.33421625912496555,600,0.2861024528622603,COMPLETE
207,0.5143981398676445,2025-01-27 20:55:50.972436,2025-01-27 20:58:13.517751,0 days 00:02:22.545315,0.19606285614318067,0.2869031506524833,100,0.42304700973986425,60,0.4333159321750409,COMPLETE
208,0.5143981398676445,2025-01-27 20:58:13.518561,2025-01-27 21:00:34.818617,0 days 00:02:21.300056,0.1506334345693145,0.44542794223347504,10,0.4769590726914473,120,0.4709888107753342,COMPLETE
209,0.5143981398676445,2025-01-27 21:00:34.819404,2025-01-27 21:02:54.596884,0 days 00:02:19.777480,0.5293382893849785,0.6643576526788619,100,0.2268821108497197,300,0.7578426129072275,COMPLETE
210,0.5143981398676445,2025-01-27 21:02:54.597671,2025-01-27 21:05:15.707825,0 days 00:02:21.110154,0.39096421517837954,0.34107318775832873,150,0.11239990871435496,600,0.5508213342753615,COMPLETE
211,0.5143981398676445,2025-01-27 21:05:15.708606,2025-01-27 21:07:37.368069,0 days 00:02:21.659463,0.6755875802972393,0.19358142499639927,100,0.20932268718560143,120,0.663333715703433,COMPLETE
212,0.5143981398676445,2025-01-27 21:07:37.368858,2025-01-27 21:09:59.109840,0 days 00:02:21.740982,0.6545194028535892,0.24641422842109592,100,0.23519509710061973,120,0.14364904199519116,COMPLETE
213,0.5143981398676445,2025-01-27 21:09:59.110613,2025-01-27 21:12:21.969298,0 days 00:02:22.858685,0.11095970126109349,0.2116134162632603,100,0.19958399817857353,120,0.17890690058092584,COMPLETE
214,0.5143981398676445,2025-01-27 21:12:21.970097,2025-01-27 21:14:43.346054,0 days 00:02:21.375957,0.2887235219908967,0.234064054185942,100,0.17530227735033374,120,0.7152180796482855,COMPLETE
215,0.5143981398676445,2025-01-27 21:14:43.346896,2025-01-27 21:17:03.752839,0 days 00:02:20.405943,0.8865749912298782,0.17016114849371433,100,0.7995337664071146,300,0.20087005686588275,COMPLETE
216,0.5143981398676445,2025-01-27 21:17:03.753632,2025-01-27 21:19:23.802892,0 days 00:02:20.049260,0.746025077736797,0.7027976026699415,100,0.7554157733469645,30,0.22376649721791148,COMPLETE
217,0.5143981398676445,2025-01-27 21:19:23.803672,2025-01-27 21:21:44.389902,0 days 00:02:20.586230,0.5867802986736806,0.48233111868870315,10,0.1875326028201625,120,0.1296873650799545,COMPLETE
218,0.5143981398676445,2025-01-27 21:21:44.390688,2025-01-27 21:24:04.936944,0 days 00:02:20.546256,0.26056575937981635,0.772459117628314,100,0.15815724075372245,600,0.15785425487874466,COMPLETE
219,0.5143981398676445,2025-01-27 21:24:04.937721,2025-01-27 21:26:24.505760,0 days 00:02:19.568039,0.8614545933857019,0.42744681871781537,150,0.3865282055347474,60,0.3632299839827697,COMPLETE
220,0.5143981398676445,2025-01-27 21:26:24.506527,2025-01-27 21:28:42.279050,0 days 00:02:17.772523,0.7039702632958045,0.6573011283069499,100,0.2585338206407671,300,0.8961735378098495,COMPLETE
221,0.5143981398676445,2025-01-27 21:28:42.279816,2025-01-27 21:31:02.087768,0 days 00:02:19.807952,0.6928927697718276,0.8635801913916942,100,0.10207679360677505,120,0.17397607285359798,COMPLETE
222,0.5143981398676445,2025-01-27 21:31:02.088465,2025-01-27 21:33:23.597865,0 days 00:02:21.509400,0.6622944731948379,0.217671335292968,100,0.1281881385265044,120,0.1868643459882864,COMPLETE
223,0.5143981398676445,2025-01-27 21:33:23.598643,2025-01-27 21:35:44.569876,0 days 00:02:20.971233,0.6849715630400329,0.25720559552318434,100,0.11829528467689139,120,0.23854147219797267,COMPLETE
224,0.5143981398676445,2025-01-27 21:35:44.570645,2025-01-27 21:38:07.244662,0 days 00:02:22.674017,0.6369194802668326,0.19049234325664308,100,0.5500558497033384,120,0.26804381871884075,COMPLETE
225,0.5143981398676445,2025-01-27 21:38:07.245485,2025-01-27 21:40:27.751278,0 days 00:02:20.505793,0.7134264742437384,0.3733735995359452,10,0.1466033022812796,600,0.1546072949630683,COMPLETE
226,0.5143981398676445,2025-01-27 21:40:27.752050,2025-01-27 21:42:49.212181,0 days 00:02:21.460131,0.7372201573555537,0.20013424187160625,100,0.21082505242266666,30,0.5280778374083323,COMPLETE
227,0.5143981398676445,2025-01-27 21:42:49.212983,2025-01-27 21:45:12.219502,0 days 00:02:23.006519,0.16762526699741534,0.11140313708816547,100,0.16792055839135772,120,0.3884987398056222,COMPLETE
228,0.5143981398676445,2025-01-27 21:45:12.220285,2025-01-27 21:47:30.138962,0 days 00:02:17.918677,0.20471808664762922,0.23131051805005753,10,0.24293185981960563,300,0.8658788119772519,COMPLETE
229,0.5143981398676445,2025-01-27 21:47:30.139746,2025-01-27 21:49:50.098948,0 days 00:02:19.959202,0.12077960820148849,0.8954944318212659,100,0.2896856964593396,600,0.7898995857881574,COMPLETE
230,0.5143981398676445,2025-01-27 21:49:50.099753,2025-01-27 21:52:09.460300,0 days 00:02:19.360547,0.6754068749649543,0.7988367166291217,150,0.8988036122488557,60,0.8160370179865483,COMPLETE
231,0.5143981398676445,2025-01-27 21:52:09.461077,2025-01-27 21:54:32.122122,0 days 00:02:22.661045,0.4609913679926904,0.20399810793588224,100,0.3167770162313895,30,0.2997662376053317,COMPLETE
232,0.5143981398676445,2025-01-27 21:54:32.122912,2025-01-27 21:56:54.846299,0 days 00:02:22.723387,0.4279690909983688,0.22222420931495412,100,0.3380018956999335,30,0.32926408421508085,COMPLETE
233,0.5143981398676445,2025-01-27 21:56:54.847119,2025-01-27 21:59:17.365058,0 days 00:02:22.517939,0.4941167678574021,0.17452811678920674,100,0.2845545171326041,30,0.34755817887648793,COMPLETE
234,0.5143981398676445,2025-01-27 21:59:17.365841,2025-01-27 22:01:38.230292,0 days 00:02:20.864451,0.5461203236812371,0.5476392099711869,100,0.2639365331153666,30,0.3275734676686802,COMPLETE
235,0.5143981398676445,2025-01-27 22:01:38.231102,2025-01-27 22:03:58.858973,0 days 00:02:20.627871,0.4129716680024236,0.6802603555006592,100,0.2232589431746586,120,0.1403242203766825,COMPLETE
236,0.5143981398676445,2025-01-27 22:03:58.859771,2025-01-27 22:06:20.732793,0 days 00:02:21.873022,0.7847572842916206,0.14448226669002026,10,0.10351782255196106,300,0.2572800136946619,COMPLETE
237,0.5143981398676445,2025-01-27 22:06:20.733618,2025-01-27 22:08:44.634636,0 days 00:02:23.901018,0.4794061109317075,0.21231291466094088,100,0.3625750025901563,600,0.3148299572983081,COMPLETE
238,0.5143981398676445,2025-01-27 22:08:44.635453,2025-01-27 22:11:05.046546,0 days 00:02:20.411093,0.18799347767775945,0.7547003211332598,150,0.2747870934242554,30,0.6140467648311366,COMPLETE
239,0.5143981398676445,2025-01-27 22:11:05.047351,2025-01-27 22:13:26.213135,0 days 00:02:21.165784,0.4470068710965289,0.4069575329431449,100,0.2991624152626848,120,0.49014019381198326,COMPLETE
240,0.5143981398676445,2025-01-27 22:13:26.213937,2025-01-27 22:15:44.838151,0 days 00:02:18.624214,0.3026175351010404,0.621411734054732,100,0.8182259505788056,300,0.8460373814666301,COMPLETE
241,0.5143981398676445,2025-01-27 22:15:44.838956,2025-01-27 22:18:04.770813,0 days 00:02:19.931857,0.8668603698786125,0.3132116098157667,100,0.49530216009586553,600,0.20881247516701615,COMPLETE
242,0.5143981398676445,2025-01-27 22:18:04.771606,2025-01-27 22:20:27.532827,0 days 00:02:22.761221,0.27759482360968696,0.2659039159306047,100,0.5223553430870248,600,0.5122830846413586,COMPLETE
243,0.5143981398676445,2025-01-27 22:20:27.533638,2025-01-27 22:22:51.227099,0 days 00:02:23.693461,0.3862622167852106,0.2488333386234276,100,0.5080954534068083,600,0.2177910957151492,COMPLETE
244,0.5143981398676445,2025-01-27 22:22:51.227946,2025-01-27 22:25:12.882910,0 days 00:02:21.654964,0.7650420805592141,0.28639887566915495,10,0.3278213386283035,600,0.16318321647311232,COMPLETE
245,0.5143981398676445,2025-01-27 22:25:12.883742,2025-01-27 22:27:34.260960,0 days 00:02:21.377218,0.7319290748467926,0.2989515386815562,100,0.5379568803356031,60,0.1962350238336235,COMPLETE
246,0.5143981398676445,2025-01-27 22:27:34.261802,2025-01-27 22:29:54.342276,0 days 00:02:20.080474,0.8024815919644336,0.5661303166194704,100,0.46569261453246746,600,0.286619435602945,COMPLETE
247,0.5143981398676445,2025-01-27 22:29:54.343083,2025-01-27 22:32:14.483453,0 days 00:02:20.140370,0.8347936353664763,0.332206885101282,150,0.24420901526984398,120,0.24258487446513383,COMPLETE
248,0.5143981398676445,2025-01-27 22:32:14.484231,2025-01-27 22:34:37.013847,0 days 00:02:22.529616,0.7563165872926922,0.18640517695598285,100,0.44211509982474945,300,0.6913634184573728,COMPLETE
249,0.5143981398676445,2025-01-27 22:34:37.014649,2025-01-27 22:36:59.700290,0 days 00:02:22.685641,0.246793603028841,0.2731657376499361,10,0.13165629818342167,600,0.18508454970226249,COMPLETE
250,0.5143981398676445,2025-01-27 22:36:59.701098,2025-01-27 22:39:20.470430,0 days 00:02:20.769332,0.5702389502629165,0.5101501399545383,100,0.5748279344742824,30,0.11515385878389874,COMPLETE
251,0.5143981398676445,2025-01-27 22:39:20.471231,2025-01-27 22:41:40.821287,0 days 00:02:20.350056,0.15851004859713633,0.7201970556076378,100,0.6909325495769643,60,0.6477988798512411,COMPLETE
252,0.5143981398676445,2025-01-27 22:41:40.822091,2025-01-27 22:44:02.621811,0 days 00:02:21.799720,0.8172550862235535,0.12965691045486055,150,0.19650198548664363,300,0.6316601723366131,COMPLETE
253,0.5143981398676445,2025-01-27 22:44:02.622603,2025-01-27 22:46:23.304086,0 days 00:02:20.681483,0.1420348842376388,0.6481026833230936,100,0.22047617094419913,120,0.4567890607182513,COMPLETE
254,0.5143981398676445,2025-01-27 22:46:23.304935,2025-01-27 22:48:46.087049,0 days 00:02:22.782114,0.5192668299754141,0.2951449713196842,10,0.8695130278353211,600,0.4224767474977399,COMPLETE
255,0.5143981398676445,2025-01-27 22:48:46.087842,2025-01-27 22:51:07.722342,0 days 00:02:21.634500,0.17580614972077357,0.44118754906787194,100,0.31247640695119855,600,0.4072233148914261,COMPLETE
256,0.5143981398676445,2025-01-27 22:51:07.723141,2025-01-27 22:53:29.681927,0 days 00:02:21.958786,0.6142690135231439,0.3202211376503207,100,0.4294285853015277,300,0.23365834933956037,COMPLETE
257,0.5143981398676445,2025-01-27 22:53:29.682736,2025-01-27 22:55:51.814196,0 days 00:02:22.131460,0.7193666981102863,0.24044768912525516,10,0.61719470862998,120,0.3035056281912201,COMPLETE
258,0.5143981398676445,2025-01-27 22:55:51.815027,2025-01-27 22:58:10.469839,0 days 00:02:18.654812,0.897633441786038,0.6909940310595611,150,0.11636633783539871,30,0.34120338516731696,COMPLETE
259,0.5143981398676445,2025-01-27 22:58:10.470657,2025-01-27 23:00:30.250312,0 days 00:02:19.779655,0.8473301006726734,0.4673823876061456,100,0.7741754432696775,60,0.37673759855887806,COMPLETE
260,0.5143981398676445,2025-01-27 23:00:30.251111,2025-01-27 23:02:51.654283,0 days 00:02:21.403172,0.2096279073930064,0.5844182630833078,100,0.4827914809220703,600,0.27088946418928445,COMPLETE
261,0.5143981398676445,2025-01-27 23:02:51.655076,2025-01-27 23:05:11.952181,0 days 00:02:20.297105,0.4049013209739541,0.7383102294253964,100,0.7364845078864779,300,0.7309948686587561,COMPLETE
262,0.5143981398676445,2025-01-27 23:05:11.952966,2025-01-27 23:07:34.261644,0 days 00:02:22.308678,0.6929853963926421,0.22309476457301433,10,0.4053266177627858,120,0.5006041709761483,COMPLETE
263,0.5143981398676445,2025-01-27 23:07:34.262418,2025-01-27 23:09:57.975559,0 days 00:02:23.713141,0.3451221387511867,0.15636697650964423,100,0.6674948241266457,600,0.5951457105146817,COMPLETE
264,0.5143981398676445,2025-01-27 23:09:57.976385,2025-01-27 23:12:21.338960,0 days 00:02:23.362575,0.3696119338674462,0.10107556686652351,150,0.18035768711775327,300,0.47467395171285126,COMPLETE
265,0.5143981398676445,2025-01-27 23:12:21.339794,2025-01-27 23:14:42.392152,0 days 00:02:21.052358,0.10386425485169021,0.2035921096382271,100,0.1462543973087063,120,0.762734035288184,COMPLETE
266,0.5143981398676445,2025-01-27 23:14:42.392954,2025-01-27 23:17:00.246864,0 days 00:02:17.853910,0.19237980731276558,0.34804718318197675,100,0.24340723554396615,30,0.8806251773151135,COMPLETE
